Elevation,Aspect,Slope,Horizontal_Distance_To_Hydrology,Vertical_Distance_To_Hydrology,Horizontal_Distance_To_Roadways,Hillshade_9am,Hillshade_Noon,Hillshade_3pm,Horizontal_Distance_To_Fire_Points,Cover_Type
3041,24,16,451,96,1650,210,204,127,3252,2
3234,26,11,134,-4,2942,215,215,136,1892,1
3222,193,14,655,8,534,218,250,163,2474,2
2545,68,19,295,26,277,236,200,88,2429,2
2997,137,10,85,6,182,235,237,132,1650,1
3193,298,13,451,136,2098,185,235,191,2174,2
3258,51,3,0,0,912,221,232,148,2132,1
2907,291,6,60,0,4978,203,239,175,1698,5
3233,296,24,404,204,2940,144,224,216,2949,1
3117,257,13,234,47,5630,190,247,195,2497,2
3177,55,16,162,36,402,229,203,103,1740,1
3115,101,20,450,179,1528,248,210,81,2609,1
2924,254,16,573,128,2340,181,249,204,1766,2
2922,359,10,30,3,1368,205,221,154,2462,1
2792,322,14,268,71,2497,184,226,181,134,1
3165,117,11,450,35,509,238,230,121,5731,1
2783,38,5,0,0,2495,220,228,144,3885,2
3429,307,12,201,21,5125,186,232,187,3960,7
3299,354,15,474,47,4530,195,213,155,907,1
2187,71,35,60,56,671,233,149,17,942,6
2323,280,23,481,185,735,151,235,221,1501,3
3318,152,9,330,118,3190,232,240,140,488,1
2918,67,7,150,3,3979,228,226,132,5574,2
2985,58,16,180,47,2250,230,205,103,1986,2
3179,98,14,764,172,2330,242,220,105,2869,1
3239,72,6,162,5,3518,227,228,136,1842,7
3214,245,24,210,81,2718,165,250,217,1273,1
3211,13,13,339,3,3766,207,214,142,3805,1
3219,190,7,182,21,5493,220,245,160,1134,1
3211,149,13,247,56,1355,236,239,130,1746,1
3263,4,7,277,32,404,211,227,153,1328,2
3205,122,23,382,114,256,252,215,78,3104,1
3135,301,22,630,94,1008,154,225,209,1158,2
2666,32,15,319,5,603,216,205,122,1050,2
3350,318,11,510,115,3220,191,230,179,3396,7
2927,120,7,481,14,3582,232,235,136,4032,2
2924,35,4,361,2,3975,219,231,148,4239,2
2512,153,19,60,3,1008,239,238,121,1655,3
3211,268,6,0,0,5086,204,243,178,454,1
2671,112,19,150,62,1550,249,217,89,1275,3
2245,346,16,30,4,680,188,213,163,532,3
3176,67,18,255,43,741,235,201,91,5272,1
2944,147,13,366,29,5101,237,238,130,2702,2
2868,355,8,150,21,3076,207,225,157,2929,2
2991,256,9,741,91,5901,199,246,185,6173,2
3108,124,25,42,5,3566,252,213,73,2423,1
2039,267,15,30,0,450,180,245,204,633,3
2884,134,21,201,59,2797,248,226,96,3005,2
2713,73,12,42,5,1396,234,217,113,2014,2
2584,38,6,366,20,1455,220,227,143,1689,5
3072,8,14,272,55,1338,202,211,144,2664,1
2935,349,6,600,42,3130,209,230,159,3581,2
3095,222,15,170,53,553,200,253,187,721,2
2996,122,13,362,85,2448,242,229,114,1816,2
2630,27,8,323,40,1082,217,222,141,5518,2
2880,77,17,551,167,2608,239,206,92,313,1
2984,92,11,127,18,1448,238,222,114,2003,2
3352,351,18,552,18,3810,184,206,158,3528,7
2831,155,21,85,27,4235,239,236,116,5071,2
3182,132,7,42,0,2462,232,236,136,1015,1
3037,323,10,190,29,2685,195,230,174,800,1
2747,140,8,0,0,365,233,238,137,2604,1
2643,9,9,30,2,1233,211,223,149,6258,2
2763,59,11,60,2,1273,228,217,120,993,2
2975,2,9,30,8,5539,208,224,153,2230,1
3239,15,11,480,52,1950,211,218,143,1871,1
3045,102,8,566,-19,1342,234,230,128,1253,2
2824,126,4,666,36,780,227,237,144,1455,1
2722,214,3,300,14,1159,216,243,163,2206,2
3506,269,21,255,94,3059,161,242,218,1802,1
3046,171,6,361,50,2356,224,243,153,1298,2
3159,196,15,30,2,2341,215,251,167,1381,1
2567,313,12,210,69,268,187,230,183,872,2
3189,126,21,30,-19,2496,250,220,88,2851,7
3006,124,10,192,55,960,238,233,125,446,2
3197,270,3,524,101,1503,211,240,168,2442,1
2807,345,31,256,90,1154,144,174,158,1824,2
3004,65,10,633,111,212,230,220,123,684,1
2889,29,22,30,5,1518,206,185,106,1103,2
3166,298,17,150,5,3597,169,232,202,1892,1
2906,0,6,247,3,4764,212,229,155,4795,2
2827,173,14,60,9,4455,228,246,147,4867,2
2988,173,12,691,79,6086,227,246,149,5552,2
2717,37,12,0,0,1249,219,214,128,2467,2
2639,98,7,170,4,1140,231,231,132,1549,2
3250,331,11,360,86,1736,195,227,171,2474,1
2648,338,16,175,40,1441,184,216,170,1276,2
3168,49,10,30,-1,2222,224,219,128,2825,1
2579,278,10,120,36,1290,193,242,189,1761,2
3162,67,12,408,39,4556,232,217,116,3371,1
2555,13,16,60,4,1482,203,205,136,1388,2
2817,87,16,437,74,1612,242,212,96,607,2
3088,36,6,90,3,4831,220,226,143,1445,1
3033,172,14,190,-30,2138,228,246,146,3922,1
3104,195,10,201,22,1889,218,249,164,351,2
2382,326,23,30,10,1020,158,208,187,1239,3
2757,147,38,90,35,1342,239,205,58,1781,2
3199,323,7,603,52,2738,202,233,170,95,1
3316,243,23,509,131,4325,168,251,215,2448,1
3373,329,35,242,48,3719,116,176,186,3772,7
3226,354,11,30,7,2971,201,220,157,2697,7
2787,155,27,351,165,1740,239,231,103,1392,2
3049,9,16,216,40,3572,201,208,142,5042,2
3257,221,5,514,23,510,214,245,168,679,1
2537,35,4,201,6,2568,219,231,148,2539,1
3149,343,19,30,13,3995,177,207,166,3373,1
2558,14,2,342,21,1155,217,235,155,1237,3
2918,18,26,450,46,3386,190,176,113,2420,1
2692,45,2,212,-1,793,219,235,152,1189,2
3091,2,6,212,21,1595,212,229,154,1592,1
2304,110,39,201,104,1616,252,168,0,124,3
2537,103,12,201,33,247,240,225,113,1116,2
3214,29,19,285,93,4006,210,195,115,1956,1
3096,10,8,524,16,3557,211,224,149,4597,1
2283,356,21,124,46,1410,183,198,150,987,3
2771,199,27,228,116,2439,200,251,170,765,2
2985,52,6,390,59,5218,223,227,140,1826,1
3028,54,17,382,49,1140,228,202,102,1120,2
2955,50,12,210,36,3759,225,214,121,5322,2
2942,122,14,300,26,4705,243,228,110,2018,2
3107,288,7,42,4,853,201,240,178,1839,1
3034,85,17,272,66,3097,242,209,90,6223,1
2746,353,12,0,0,1687,199,218,157,2912,2
2831,175,15,67,-5,4602,227,247,147,4716,2
1990,108,29,283,91,295,254,193,45,904,3
2778,18,6,201,6,2318,216,227,149,3673,2
2822,35,19,256,68,1561,214,195,109,1587,2
2965,328,13,30,6,4810,187,224,176,5951,2
2596,12,12,0,0,1471,207,215,143,1953,2
3064,183,19,108,6,1592,221,249,153,2300,1
3205,249,18,633,138,6125,178,250,208,1793,2
3378,14,12,330,29,1747,208,214,141,5063,1
3243,76,14,350,28,1838,236,214,106,2480,1
3038,342,2,242,-23,2311,216,236,158,1243,1
3261,351,10,0,0,3150,202,223,159,2583,7
3252,338,19,124,29,3540,176,211,172,4050,1
3262,80,7,451,149,1209,229,228,133,2074,2
2602,54,4,255,77,1184,222,230,143,1218,3
2748,43,8,150,12,391,222,223,136,2598,2
3123,50,12,242,30,3820,225,213,120,4999,1
3512,106,15,878,227,2474,245,220,99,1148,1
3318,109,18,60,-12,700,248,217,91,3692,2
3018,5,13,277,10,2609,203,214,148,1224,1
3166,292,5,30,4,5580,205,239,172,1952,2
2988,33,10,108,5,1041,218,219,136,1484,1
3248,6,12,532,41,1745,205,217,148,2603,1
3172,95,17,458,23,5950,245,212,90,1243,2
2901,290,17,60,18,5152,169,235,205,1209,2
3041,279,8,247,15,658,199,241,182,871,1
2782,293,29,306,134,1127,127,220,226,1448,2
3022,259,1,258,16,4203,216,239,161,882,2
3069,30,11,218,52,1355,216,215,133,2851,1
3125,38,25,242,87,3438,212,177,88,1595,1
3182,280,4,256,6,4990,208,240,170,2400,1
3085,333,16,42,4,391,183,218,174,781,1
2656,85,8,30,-2,1976,232,227,128,1831,6
3370,171,12,458,170,2667,228,245,147,700,1
3057,348,31,467,86,324,146,172,154,1071,1
2853,208,7,60,3,2912,215,247,167,2610,2
2826,357,5,313,8,2603,213,231,157,3637,2
2883,53,7,362,36,4013,224,225,135,5897,2
2928,58,12,631,177,1338,228,214,117,1634,2
2871,53,12,443,80,2670,227,214,119,3358,2
3200,232,3,295,29,5968,215,242,164,1908,2
2769,331,21,67,20,1612,166,209,180,1661,6
2803,94,12,301,48,1337,239,221,110,789,2
2689,94,8,170,7,234,232,229,129,1126,2
3408,8,9,633,169,3141,210,223,150,1981,7
2920,346,12,127,21,3342,196,220,163,1744,2
3116,74,16,604,-42,4186,238,208,96,4472,1
3057,93,5,420,66,5718,227,233,140,4951,1
2800,101,1,0,0,2475,221,237,152,1890,2
2949,153,14,371,53,5510,236,240,131,4521,2
3159,148,10,283,36,3237,234,239,136,3071,1
3337,181,12,242,58,3716,224,248,155,1678,1
3256,157,12,524,65,5928,233,241,137,3012,2
2637,353,19,150,47,1345,184,204,155,1092,2
2187,305,32,283,134,467,118,205,218,495,3
3027,149,4,702,62,5646,225,239,149,5958,1
3056,244,18,134,26,3136,181,251,205,841,2
3236,303,10,598,101,612,193,235,183,2704,2
2283,323,26,300,146,1099,144,203,193,883,6
2673,69,14,240,56,1084,234,211,106,553,2
3043,22,10,30,2,3565,214,218,140,638,1
3162,124,5,90,3,3561,229,236,140,4718,1
3427,225,5,1082,177,1298,213,245,169,1842,1
3298,36,6,182,28,6166,220,226,143,481,1
2427,332,21,402,215,1154,165,208,180,781,3
2891,22,17,516,116,1414,207,202,127,2729,2
2978,135,4,108,13,3247,226,238,146,6576,1
2862,56,16,120,16,3154,229,205,105,2509,2
3045,331,9,182,34,3616,200,230,169,824,1
3083,99,17,190,-13,800,245,215,93,1611,1
2862,119,6,277,4,1106,230,235,138,2648,1
3176,81,9,362,42,934,233,224,123,2096,1
3038,35,13,190,21,4540,218,210,125,684,2
3040,140,12,424,74,2469,237,236,128,1176,2
3201,179,26,421,-31,1889,220,244,140,1482,2
3221,137,17,474,130,5336,244,231,109,1504,1
3109,237,11,162,33,5584,200,250,187,2634,2
3109,319,5,0,0,1358,206,235,168,1366,1
2200,292,29,424,291,446,127,220,226,360,3
2795,65,13,60,21,1855,232,212,110,1783,5
3403,38,6,618,124,2018,220,227,143,1681,1
2473,81,10,150,19,218,233,223,121,1077,3
2947,349,5,255,37,3508,211,232,159,2551,2
3008,329,12,467,164,5340,190,225,174,5139,2
3289,173,12,335,65,3314,227,246,149,1988,7
2973,123,20,90,14,450,249,220,89,1643,1
2949,315,8,228,40,1064,199,234,174,2894,1
3298,76,21,0,0,2458,240,196,76,4042,7
2919,254,11,242,13,5398,195,247,191,4994,2
2968,217,7,366,59,5347,213,247,171,4053,2
2796,258,18,30,9,2167,174,248,210,3140,1
3337,7,16,743,205,3281,199,206,142,750,1
3043,294,20,85,3,3529,160,231,209,1140,1
2795,20,6,446,52,2971,216,228,149,6576,2
3433,173,9,607,55,1337,226,245,151,3891,1
2788,58,27,182,82,937,227,172,61,1234,2
2939,32,9,42,0,3819,218,220,137,2190,2
2555,44,18,350,112,1015,221,197,104,1082,2
3180,14,4,306,85,4913,216,231,153,1965,1
3277,77,10,752,-13,1719,233,221,119,2910,2
2926,56,5,67,7,3736,224,228,140,6358,2
3217,223,16,636,141,6047,198,253,188,2215,2
3050,75,7,0,0,4705,228,228,133,1060,2
2824,69,12,446,60,1879,233,216,113,1855,2
3157,115,13,459,19,408,242,227,113,1913,2
3157,128,20,192,4,3309,248,224,94,2665,1
2177,318,21,67,27,1020,160,215,193,782,3
2883,67,23,360,100,1891,235,188,73,2046,2
2788,164,14,42,5,1182,232,244,140,1084,3
3024,2,6,0,0,4052,211,228,154,2418,2
2974,161,15,384,62,3419,234,242,135,1191,2
3337,283,44,228,-25,3245,68,198,248,1969,1
2672,135,6,30,2,2230,230,237,141,1961,2
2934,166,4,524,58,3479,223,241,153,3830,2
3164,82,14,190,-8,2854,239,214,103,1939,1
3050,230,11,108,0,5828,203,250,184,2563,1
3428,94,22,499,146,2346,248,200,69,2391,1
3142,34,16,255,79,1230,216,203,118,443,1
3063,133,10,182,15,3813,237,235,128,335,2
2527,324,13,297,58,120,186,225,179,481,2
3043,252,12,255,35,3436,193,248,193,1663,1
3402,351,14,1008,152,1265,195,216,159,1839,7
2884,67,13,60,-7,2429,232,215,112,342,1
3366,82,15,335,66,2379,239,213,100,2103,1
3297,299,17,201,59,990,169,231,202,1565,1
2927,26,19,210,56,1350,208,197,119,2040,2
2426,38,18,30,13,342,217,197,109,324,2
3255,248,18,875,146,577,178,250,208,2867,2
2988,209,6,0,0,2100,216,246,166,1282,1
2062,259,21,95,35,497,166,247,216,469,3
3212,240,12,484,102,1415,198,250,189,2525,1
2645,225,33,42,27,342,156,248,210,1463,2
3001,311,14,524,16,1387,181,229,188,1485,2
2946,307,12,120,31,2989,186,232,187,1328,2
3156,305,13,671,235,3119,184,233,189,2513,1
3544,29,21,700,132,2713,208,191,112,1639,1
2261,344,8,67,5,1323,203,227,163,532,6
2619,106,9,295,78,947,235,229,125,553,2
3060,286,10,150,20,768,191,240,188,1842,1
2295,34,37,390,217,616,188,135,56,319,3
3082,282,8,391,-44,2376,198,241,182,1643,2
3253,182,7,474,140,1230,222,245,157,2125,1
1975,343,32,67,46,108,140,174,162,607,3
2949,180,8,0,0,5399,223,245,155,2730,1
2968,84,2,150,0,2431,222,235,149,1533,1
2882,293,34,732,505,808,109,211,232,2155,2
3064,97,6,418,23,2885,230,231,135,6310,1
2652,82,29,190,125,870,245,176,40,895,2
2953,266,9,95,9,67,197,244,187,1110,2
3032,143,7,67,9,3004,231,239,140,1359,2
3299,319,9,379,71,1770,196,232,175,875,1
3047,356,9,108,14,3627,205,224,156,691,1
3092,25,13,488,11,1530,213,210,132,3236,1
2957,66,18,67,6,5100,235,201,92,497,2
2922,125,13,218,16,4701,242,230,115,1872,2
2946,260,13,67,13,2991,189,247,196,1184,2
2711,251,35,124,62,1655,122,238,238,1261,2
2321,339,18,297,86,1050,178,211,170,1321,6
2824,27,6,192,27,1103,217,226,145,2731,2
3005,354,12,42,0,2103,200,219,157,3412,1
3276,241,11,735,78,1218,199,249,187,1666,2
2975,16,16,210,23,4174,204,205,134,2142,2
2995,32,13,323,56,6187,216,210,127,3810,1
2891,270,5,228,33,1249,207,241,173,2167,2
2670,197,10,201,24,1719,218,249,165,170,3
3264,193,14,295,62,1082,217,251,164,636,1
2943,180,4,192,25,3827,221,242,156,4756,2
3202,75,56,201,95,3972,207,74,0,1231,1
3197,72,4,150,-21,2885,224,232,144,1913,1
2789,125,13,90,2,570,241,230,116,212,5
3058,32,23,67,3,2607,208,183,101,4140,1
2955,109,10,162,23,4327,238,229,121,5635,2
2820,343,15,85,19,2457,189,217,165,1947,2
2982,42,19,283,73,4497,219,195,104,4555,1
3194,317,17,270,55,2406,174,223,188,300,1
3194,222,13,67,6,1129,204,252,183,150,1
2962,124,13,201,48,1608,241,231,117,2702,2
2781,211,24,268,112,1307,192,254,187,1595,2
2767,315,2,30,2,2997,214,237,161,5460,2
2318,113,32,190,93,467,254,189,35,1825,4
3134,41,10,313,13,1907,221,218,131,895,1
3364,281,5,351,25,1050,206,240,173,2230,1
2980,328,9,170,-22,3847,199,230,170,1252,2
2847,9,14,618,95,3163,203,211,144,1477,2
2617,85,8,0,0,1693,232,227,128,1387,2
3205,128,8,646,92,3358,234,235,133,3573,1
2951,17,38,190,4,402,162,135,86,1639,1
3240,0,0,0,0,5260,218,238,156,400,2
2695,182,11,30,-6,1650,223,248,156,1236,2
2814,325,6,127,13,1180,206,234,167,1998,2
3198,78,15,663,26,4246,238,212,102,1956,1
3246,10,10,424,26,6114,209,220,148,1012,1
3210,351,22,458,47,2301,176,197,156,1266,2
3059,165,7,180,4,1062,227,243,149,3103,1
3231,304,16,335,49,1383,174,230,196,2236,1
2619,117,8,324,38,497,235,232,129,1501,2
3278,165,21,85,8,1221,233,241,128,1129,1
2493,69,15,124,23,1044,234,210,103,934,3
3036,81,11,30,-7,2585,235,219,114,1401,1
3140,281,1,192,7,2590,215,238,161,1370,1
3030,90,6,297,37,2610,229,231,136,390,1
2526,356,17,85,13,1339,191,207,153,1548,2
2672,64,12,85,13,1392,231,215,114,841,2
3289,163,27,242,86,2532,233,236,115,3076,2
3089,92,11,0,0,1187,238,222,114,934,1
2769,60,32,170,78,190,226,158,41,1328,5
2624,45,3,0,0,1339,220,232,148,228,2
2179,12,9,0,0,636,211,221,147,1296,4
2687,77,5,270,17,1380,227,230,138,5605,2
2906,28,12,67,11,2172,215,213,133,2916,1
2498,23,13,30,4,1727,212,213,135,525,6
3035,142,8,60,5,4718,232,238,138,2036,2
2793,28,9,153,14,1561,217,220,138,2552,2
2577,239,21,0,0,1682,178,252,207,785,2
2710,320,13,85,18,2670,187,228,181,684,2
3239,41,10,42,0,764,221,219,132,1022,1
3213,346,8,67,7,3851,205,228,161,1499,1
2728,97,19,120,41,1630,247,210,85,558,2
3101,313,10,240,22,1829,194,233,179,918,1
3427,123,17,362,-37,2029,247,225,101,2871,1
2932,79,15,190,48,4643,238,212,101,1847,2
2114,229,23,216,87,457,178,254,205,474,3
3068,27,15,277,37,4615,212,206,127,785,2
3152,85,5,595,13,3568,228,231,137,3671,1
2949,257,13,90,16,1101,189,247,197,469,2
2549,28,23,150,36,926,204,184,107,997,2
2280,339,7,212,122,573,206,231,163,451,3
3352,332,18,365,128,2109,174,213,177,2268,2
2229,42,38,162,97,1074,197,132,41,1578,3
3143,315,2,592,50,162,213,237,162,2579,2
2972,15,11,95,7,4109,210,216,142,2160,2
3103,2,9,212,44,1718,208,224,153,541,2
3100,90,9,720,46,2379,233,227,125,2249,1
3053,5,8,30,5,882,210,224,152,1718,1
3184,20,6,30,3,3783,216,228,149,1559,1
2722,312,7,0,0,2201,202,235,173,350,1
2836,347,11,618,4,540,198,222,162,1209,2
3152,67,7,120,-2,2835,228,226,132,5501,1
2345,353,23,0,0,513,174,194,153,649,6
2934,57,13,514,154,1136,228,212,115,2751,2
2601,106,7,192,32,1485,232,232,132,1423,2
2651,119,14,85,26,1283,243,227,109,6432,2
3202,333,7,525,106,1463,203,230,166,2389,1
3009,164,27,60,-27,3352,233,236,115,926,2
3055,75,15,755,134,1315,237,210,100,408,1
2161,44,26,170,39,488,215,173,78,779,3
2806,324,11,268,132,1224,192,228,176,551,2
2854,84,10,240,58,771,234,224,121,800,2
3295,287,21,60,18,3948,156,233,215,1116,7
2923,336,14,30,8,3205,187,220,171,2075,1
3009,111,8,95,-20,967,234,231,129,1231,1
3195,256,14,420,85,1356,188,248,198,2546,1
3020,179,13,170,19,1471,225,247,152,450,2
2994,182,16,201,93,2553,223,249,153,1632,2
2842,45,4,283,31,1539,221,231,147,3056,1
2402,347,8,150,87,323,206,228,160,573,6
2679,200,24,330,81,2264,202,252,173,1830,2
3045,285,15,95,16,3180,176,239,202,904,1
2677,355,8,390,75,1209,207,225,157,1291,2
2955,100,21,582,159,1159,249,207,77,743,2
3178,48,22,67,17,3491,223,187,88,577,1
2864,133,8,0,0,865,233,236,135,937,2
3250,55,4,577,6,4336,222,231,145,2522,1
3031,167,8,426,7,4147,227,243,149,3460,2
3076,43,10,721,217,1972,222,218,130,2993,1
3025,8,12,0,0,1833,206,217,147,1425,1
2441,6,15,541,97,815,200,209,144,1357,6
3007,25,12,510,-7,2469,214,215,135,2445,2
3208,287,14,0,0,997,179,238,199,1981,1
2636,99,14,150,40,3227,243,220,103,2348,2
3371,106,11,60,-6,1677,239,227,117,3321,1
2716,40,11,60,0,335,221,215,127,2497,2
2799,115,10,283,81,2358,237,231,124,680,2
3163,217,12,509,102,6000,207,251,179,1771,2
2046,84,29,30,16,518,246,177,39,646,4
3361,259,21,1188,289,3755,164,246,218,2549,2
3205,133,19,162,52,1470,246,228,102,2564,2
3051,236,7,162,18,5535,208,246,176,2109,2
3277,48,12,782,-13,1693,224,214,121,2890,2
3174,61,11,361,39,4689,229,217,120,2635,1
2772,67,12,488,55,674,232,215,113,2634,2
3190,138,7,30,1,5402,231,238,139,2974,2
3154,303,17,713,334,1413,171,230,198,942,1
3370,125,11,283,170,2787,239,232,121,525,1
2802,88,8,300,37,2452,233,227,126,2597,2
3239,258,13,60,10,3212,187,247,198,1348,1
3237,358,8,295,9,1987,208,225,155,992,1
3401,313,16,918,259,4198,174,226,191,2536,2
2407,27,6,30,3,1128,217,226,145,1045,6
3062,287,14,577,151,5219,179,238,199,693,2
2978,135,5,124,33,3397,229,238,143,6536,2
3081,72,9,150,22,700,231,223,125,1641,1
3152,90,3,306,10,3317,224,234,146,4025,1
3147,99,11,541,211,1486,238,225,117,2609,2
2949,66,6,277,-12,6107,226,228,137,3230,2
2920,291,15,0,0,2797,175,236,200,2089,1
2736,41,16,218,5,1530,221,204,114,458,1
2942,141,19,127,10,990,244,231,108,1655,2
2965,337,16,42,7,4288,184,217,171,324,1
3014,221,14,134,30,2940,202,253,185,457,2
3275,104,9,497,114,987,235,229,126,1852,1
3203,137,16,228,45,2547,243,232,112,702,1
2883,52,15,182,23,5111,227,206,108,4207,2
2705,152,4,234,22,1798,224,239,151,6219,2
2989,59,8,60,7,2460,227,223,130,2140,2
2962,326,5,509,158,4758,206,234,166,5123,2
2571,28,4,247,26,1348,218,232,150,1442,5
3081,326,5,216,12,2173,206,234,166,2350,2
2730,15,28,518,203,959,184,171,113,759,2
2626,348,13,30,0,2113,194,217,161,2387,6
2827,198,24,390,161,2154,205,252,169,2066,2
2830,284,4,95,6,626,209,240,169,541,1
2588,89,9,30,2,90,234,225,122,1480,2
2919,236,11,277,19,5421,202,249,185,4207,2
3240,110,10,467,100,1201,237,230,123,1879,1
2985,185,5,182,4,1710,221,244,158,1419,2
2526,71,28,95,21,764,238,174,48,953,2
3057,54,8,190,49,3978,225,223,131,2641,1
2908,198,21,0,0,1480,209,252,169,2591,2
2958,356,12,60,18,1382,201,219,155,485,1
3277,322,20,408,98,4502,166,217,188,1340,7
3164,259,7,30,-8,750,203,244,180,2413,1
3845,8,7,1024,396,4653,212,226,152,2707,7
3374,122,21,90,11,4156,250,219,88,3759,7
2942,23,12,124,19,2952,212,214,136,1073,2
2938,333,8,324,57,864,202,230,167,1980,2
3228,102,16,127,31,4526,245,217,96,3602,1
2753,96,6,85,-3,2925,231,231,133,2254,2
3027,285,19,247,88,5855,162,236,212,1746,1
3020,352,23,180,-5,800,172,193,154,1194,1
3364,200,14,552,208,2495,214,251,169,859,1
2448,327,31,242,47,1203,129,187,189,808,3
2793,169,19,120,8,2322,231,244,137,960,2
2942,56,12,426,69,1907,228,215,118,2605,2
2750,109,25,268,95,1710,253,204,64,1409,2
3051,176,4,30,-2,2687,221,241,156,658,1
3183,118,19,95,0,1441,249,219,90,2523,1
2277,57,25,300,149,875,228,177,68,285,3
2932,84,7,342,49,4521,231,227,129,5590,1
2887,163,17,120,36,5475,234,243,134,661,2
3038,16,12,391,5,595,209,214,141,644,2
2707,356,11,30,6,969,203,221,156,2190,2
3260,118,6,0,0,3601,230,235,138,3690,7
2863,314,14,150,27,2480,182,228,186,2330,2
2282,328,18,134,53,212,173,215,181,671,2
2994,244,16,85,9,1369,186,251,201,2634,1
3074,150,20,553,115,420,241,236,115,1699,2
3019,38,12,30,0,1173,220,214,127,1290,2
3122,349,19,457,123,2403,183,206,159,2490,1
3405,70,11,541,-18,2115,232,218,117,2763,1
3387,275,8,872,181,1103,198,242,184,2130,1
3151,202,10,120,19,1008,216,249,168,1694,1
2561,17,22,210,86,2100,195,187,121,679,6
2872,214,17,319,115,2213,202,254,183,646,5
3065,27,18,558,292,997,210,199,121,1380,1
3084,156,11,95,-10,2317,233,241,139,3407,1
3124,114,3,192,3,2349,224,236,147,2282,2
2738,146,22,108,30,1470,244,231,105,2442,2
2845,69,6,331,18,819,226,228,136,256,2
2820,337,5,60,0,1396,208,232,163,1036,5
3137,107,9,60,5,2156,235,230,126,2072,1
2873,306,2,216,55,4272,213,238,162,5096,2
3193,308,15,808,-9,1477,177,229,192,1195,1
2730,23,17,366,49,3339,208,202,127,2920,1
3261,88,17,242,-20,1744,243,209,89,2701,1
3334,23,12,212,42,1195,212,214,136,2576,1
2603,32,6,124,-6,1182,219,227,145,421,2
2865,13,9,201,0,1237,212,222,148,2207,2
3279,182,23,488,79,3122,220,248,149,664,1
2780,74,29,216,118,234,239,170,41,1788,5
3276,34,20,497,140,1053,212,191,106,5281,1
2208,95,21,30,8,1667,248,205,76,180,3
3044,16,9,127,33,2553,212,222,146,6228,1
2421,44,15,283,31,1082,222,207,116,900,3
2887,58,11,433,89,3136,228,218,122,446,2
3031,197,9,671,145,5974,218,248,164,5382,2
2615,86,25,90,47,1359,247,189,56,865,2
3385,334,7,258,117,5262,204,231,166,685,1
3000,85,33,700,173,1289,246,167,24,732,2
3054,343,11,573,82,5616,197,223,164,3786,1
2934,253,31,361,112,2733,135,242,234,600,2
2815,8,15,150,28,2079,201,208,143,2535,2
3175,108,10,560,43,3310,238,228,120,3480,1
2953,327,25,488,219,3395,152,203,186,1342,2
3112,354,2,324,43,4094,215,235,157,1976,2
2828,184,3,67,4,618,220,241,157,540,1
2471,83,24,201,55,836,245,189,60,685,3
2704,56,7,30,9,890,225,225,134,1598,1
2945,312,14,418,14,2093,182,229,187,1053,1
2875,347,12,270,80,1706,196,220,162,1782,6
3271,9,6,787,80,6006,214,228,152,2704,2
2911,21,9,361,85,1020,214,221,142,1687,2
2583,22,24,190,83,1831,197,181,111,875,6
2944,290,12,256,-30,1048,187,238,191,912,2
3201,22,17,134,14,5610,207,201,126,1383,2
2962,45,5,362,43,3701,221,229,143,5526,2
3136,7,6,509,62,1802,213,229,153,2647,1
2940,230,21,570,183,1401,182,254,203,1722,2
3168,54,16,362,73,3000,228,204,105,872,1
3233,173,15,443,47,2295,228,246,146,1674,2
2702,322,13,95,-10,1831,185,226,180,4371,2
2960,54,11,95,-10,1452,226,216,122,2058,1
3315,55,30,150,75,5070,222,161,51,127,2
2874,3,9,418,-9,1687,207,222,152,3034,1
2793,77,18,162,134,175,240,204,88,1326,5
3240,296,13,420,97,4495,182,235,193,1131,2
2742,315,18,295,91,1891,169,222,192,2105,6
2991,102,12,365,54,4261,240,224,111,1896,2
2416,14,23,85,15,1215,193,187,124,870,3
3144,33,14,547,127,1666,216,209,125,2636,1
2892,46,16,297,81,300,223,202,108,534,2
2248,329,28,127,55,916,144,195,185,1416,3
2638,86,14,108,8,2176,240,216,103,2614,6
2227,170,12,258,91,85,229,245,146,330,3
2975,104,18,295,13,4138,247,215,90,2172,2
3007,337,21,540,175,541,169,205,173,1221,2
3124,54,19,469,159,4860,227,195,93,2513,1
3061,35,12,175,34,1323,219,214,129,2954,1
2885,327,14,713,119,2234,185,223,177,819,5
3020,175,13,67,4,2976,227,246,149,1509,2
2998,57,29,134,72,2170,225,165,53,2773,1
3004,32,17,300,78,4941,213,199,116,3121,1
3028,83,14,451,61,4328,239,215,104,1800,2
3149,200,16,390,72,1020,212,252,170,2147,1
2593,336,14,42,13,799,187,220,171,2177,2
3238,0,3,384,59,4442,215,234,156,2832,1
3127,24,14,108,22,4306,212,209,131,3520,1
3227,82,26,120,61,1436,245,185,54,1368,2
2890,93,9,0,0,3196,234,227,125,1890,2
3012,33,27,323,140,1891,203,170,88,2571,1
3389,186,6,247,-7,2471,221,245,158,360,7
2836,104,7,671,10,750,232,231,131,1413,2
2830,336,19,516,75,1068,174,210,174,1176,2
3121,105,13,216,50,240,242,223,109,854,2
2939,108,18,150,-5,514,248,216,90,2584,2
2610,353,41,335,17,633,121,138,132,1622,2
2948,228,7,108,25,1595,210,246,173,659,2
2889,168,18,30,6,5237,231,244,137,1068,2
3194,84,2,516,11,5354,222,235,149,2233,1
3228,278,10,492,22,437,191,242,190,1797,1
